Route,Day,Location,Incident,Min Delay,Min Gap,Date_,Month,Hour
41,Wednesday,EGLINTON AND KEELE,Cleaning - Unsanitary,15,30,2024-01-03,1,19
35,Wednesday,JANE AND LAMBTON,Security,10,20,2024-01-03,1,19
24,Wednesday,VICTORIA PARK AND PARK,Operations - Operator,8,16,2024-01-03,1,19
35,Wednesday,JANE ANDS ALLIANCE,Utilized Off Route,10,20,2024-01-03,1,20
32,Wednesday,EGLINTON AND OAKWOOD,Utilized Off Route,15,30,2024-01-03,1,20
903,Wednesday,KENNEDY STATION,Mechanical,12,24,2024-01-03,1,20
939,Wednesday,FINCH WEST STATION,Utilized Off Route,12,24,2024-01-03,1,20
36,Wednesday,FINCH AND WILMINGTON,Mechanical,7,14,2024-01-03,1,20
60,Wednesday,PIONEER VILLAGE STATIO,Utilized Off Route,12,24,2024-01-03,1,20
984,Wednesday,SHEPPARD-YONGE STATION,Utilized Off Route,10,20,2024-01-03,1,20
165,Wednesday,OLD WESTON AND STEELES,Utilized Off Route,10,20,2024-01-03,1,20
984,Wednesday,SHEPPARD WEST STATION,Utilized Off Route,10,20,2024-01-03,1,20
35,Wednesday,PIONEER VILLAGE STATIO,Utilized Off Route,10,20,2024-01-03,1,20
53,Wednesday,FINCH STATION,Utilized Off Route,8,16,2024-01-03,1,20
929,Wednesday,ST. CLAIR AND ROGERS,Operations - Operator,8,16,2024-01-03,1,20
69,Wednesday,KINGSTON AND BIRCHMOUN,Operations - Operator,10,20,2024-01-03,1,20
929,Wednesday,WILSON STATION,Utilized Off Route,8,16,2024-01-03,1,20
32,Wednesday,EGLINTON AND DUFFERIN,Operations - Operator,20,40,2024-01-03,1,20
7,Wednesday,BATHURST AND FISHERVIL,Cleaning - Unsanitary,10,20,2024-01-03,1,20
960,Wednesday,STEELES AND NORFINCH,Utilized Off Route,15,30,2024-01-03,1,20
42,Wednesday,FINCH STATION,Utilized Off Route,12,24,2024-01-03,1,20
929,Wednesday,DUFFERIN AND JANE OSLE,Utilized Off Route,8,16,2024-01-03,1,20
165,Wednesday,OLD WESTON AND STEELES,Utilized Off Route,10,20,2024-01-03,1,20
90,Wednesday,BATHURST STATION,Utilized Off Route,9,18,2024-01-03,1,21
53,Wednesday,FINCH AND YONGE,Vision,6,11,2024-01-03,1,21
129,Wednesday,MCCOWAN AND FINCH,Operations - Operator,8,16,2024-01-03,1,21
939,Wednesday,FINCH STATION,Vision,12,24,2024-01-03,1,21
29,Wednesday,DUFFERIN AND SHANLY,Operations - Operator,8,16,2024-01-03,1,21
43,Wednesday,SCARBOROUGH TOWN CENTR,Operations - Operator,20,40,2024-01-03,1,21
43,Wednesday,KENNEDY AND STEELES,Mechanical,10,20,2024-01-03,1,21
54,Wednesday,EGLINTON STATION,Emergency Services,20,40,2024-01-03,1,21
57,Wednesday,KENNEDY STATION,Operations - Operator,25,50,2024-01-03,1,21
32,Wednesday,EGLINTON AND RUSSEL HI,Mechanical,15,30,2024-01-03,1,21
82,Wednesday,ROSEDALE STATION,Mechanical,20,40,2024-01-03,1,22
165,Wednesday,WILSON AND CLAYSON,Operations - Operator,10,20,2024-01-03,1,22
985,Wednesday,KENNEDY STATION,General Delay,15,30,2024-01-03,1,22
29,Wednesday,WILSON STATION (UPPER),Security,10,20,2024-01-03,1,23
40,Wednesday,DUNDAS WEST STATION,Security,15,30,2024-01-03,1,23
60,Wednesday,MARTIN GROVE LOOP,Mechanical,24,48,2024-01-03,1,0
45,Wednesday,KIPLING STATION,Security,10,20,2024-01-03,1,0
43,Wednesday,KENNEDY AND PERTSHIRE,Emergency Services,10,20,2024-01-03,1,1
116,Thursday,KINGSTON AND SCARBOROU,Cleaning - Unsanitary,20,40,2024-01-04,1,2
110,Thursday,LAKE SHORE AND THIRTEE,General Delay,24,24,2024-01-04,1,2
320,Thursday,YONGE AND WELLINGTON,Cleaning - Unsanitary,5,10,2024-01-04,1,3
336,Thursday,FINCDENE AND PULLMAN,Operations - Operator,20,40,2024-01-04,1,3
88,Thursday,EGLINTON DIVISION,Operations - Operator,8,15,2024-01-04,1,4
300,Thursday,THE WEST MALL AND BURN,Operations - Operator,8,16,2024-01-04,1,4
95,Thursday,MALVERN DIVISION,Operations - Operator,28,35,2024-01-04,1,4
34,Thursday,EGLINTON DIVISION,Operations - Operator,7,15,2024-01-04,1,4
396,Thursday,STEELES AND MARTIN GRO,Mechanical,20,40,2024-01-04,1,4
34,Thursday,EGLINTON DIVISION,Operations - Operator,16,31,2024-01-04,1,5
7,Thursday,WILSON GARAGE,Mechanical,10,30,2024-01-04,1,5
301,Thursday,LAKESHORE AND BROWNS L,Security,15,39,2024-01-04,1,5
79,Thursday,MT. DENNIS DIVISION,Operations - Operator,12,26,2024-01-04,1,5
54,Thursday,EGLINTON DIVISION,Operations - Operator,7,13,2024-01-04,1,5
110,Thursday,ISLINGTON AND BLOOR,Mechanical,11,22,2024-01-04,1,5
320,Thursday,YONGE AND SHUTER,General Delay,21,42,2024-01-04,1,5
32,Thursday,MT. DENNIS DIVISION,Operations - Operator,15,30,2024-01-04,1,6
36,Thursday,FINCH AND WESTON,Mechanical,8,16,2024-01-04,1,6
95,Thursday,ELLESMERE AND MEADOWVA,Operations - Operator,10,20,2024-01-04,1,6
73,Thursday,QUEENSWAY GARAGE,Mechanical,10,18,2024-01-04,1,6
95,Thursday,YORK MILLS STATION,Cleaning - Unsanitary,10,20,2024-01-04,1,6
165,Thursday,ARROW ROAD DIVISION,Operations - Operator,6,12,2024-01-04,1,6
43,Thursday,SCARBOROUGH CENTER STA,Mechanical,20,40,2024-01-04,1,6
43,Thursday,TRITON AND BOROUGH,Mechanical,20,40,2024-01-04,1,6
129,Thursday,KENNEDY STATION,Vision,8,16,2024-01-04,1,6
935,Thursday,MT DENNIS GARAGE,Mechanical,12,24,2024-01-04,1,6
96,Thursday,WILSON STATION,Mechanical,9,18,2024-01-04,1,6
12,Thursday,KINGSTON AND ST CLAIR,Security,9,18,2024-01-04,1,6
123,Thursday,SHERWAY GARDENS,Mechanical,11,22,2024-01-04,1,6
168,Thursday,QUEENSWAY AND WINDEMER,Operations - Operator,9,19,2024-01-04,1,7
134,Thursday,SCARBOROUGH CENTRE STA,Security,15,30,2024-01-04,1,7
107,Thursday,SHEPPARD WEST STATION,Mechanical,20,40,2024-01-04,1,8
129,Thursday,KENNEDY STATION,Mechanical,11,22,2024-01-04,1,8
36,Thursday,FINCH WEST STATION,Mechanical,6,12,2024-01-04,1,8
29,Thursday,WILSON AND TRANSIT RD,Operations - Operator,8,16,2024-01-04,1,8
7,Thursday,BATHURST AND WILSON,Operations - Operator,10,20,2024-01-04,1,8
54,Thursday,EGLINTON DIVISION,Operations - Operator,5,20,2024-01-04,1,8
41,Thursday,EGLINGTON AND TRETHEWE,Operations - Operator,10,20,2024-01-04,1,8
36,Thursday,FINCH AND WESTON,Mechanical,6,12,2024-01-04,1,9
104,Thursday,WILSON STATION,Operations - Operator,24,48,2024-01-04,1,9
52,Thursday,LAWRENCE AND WESTON,Operations - Operator,20,40,2024-01-04,1,9
41,Thursday,KEELE STATION,Mechanical,10,20,2024-01-04,1,9
98,Thursday,SHEPPARD STATION,Operations - Operator,25,50,2024-01-04,1,9
44,Thursday,COLONEL SAMUEL SMITH L,Mechanical,8,16,2024-01-04,1,10
160,Thursday,WILSON AND COLLISION,Mechanical,20,40,2024-01-04,1,10
38,Thursday,SCARBOROUGH CENTER STA,Mechanical,14,28,2024-01-04,1,10
41,Thursday,KEELE AND EGLINTON,Mechanical,10,20,2024-01-04,1,10
53,Thursday,STEELES AND MORNINGSID,Mechanical,20,39,2024-01-04,1,10
100,Thursday,ST DENNIS AND LINKWOOD,Mechanical,8,16,2024-01-04,1,10
17,Thursday,WARDEN AND STEELES,Mechanical,16,32,2024-01-04,1,10
75,Thursday,SHERBOURNE STN,Mechanical,9,18,2024-01-04,1,11
69,Thursday,WARDEN STATION,Operations - Operator,6,12,2024-01-04,1,11
90,Thursday,OAKWOOD AND VAUGHN,Mechanical,10,20,2024-01-04,1,11
70,Thursday,CRAIGTON AND PHARMACY,Utilized Off Route,11,22,2024-01-04,1,11
54,Thursday,BRIMORTON DRIVE AND OR,Utilized Off Route,15,30,2024-01-04,1,11
131,Thursday,EGLINTON AND MIDLAND,Utilized Off Route,15,30,2024-01-04,1,11
102,Thursday,WARDEN STATION,Mechanical,10,20,2024-01-04,1,11
25,Thursday,PAPE STATION,Utilized Off Route,9,18,2024-01-04,1,11
925,Thursday,OVERLEA AND DON MILLS,Utilized Off Route,12,24,2024-01-04,1,11
903,Thursday,TRANSWAY CRESCENT,Utilized Off Route,8,16,2024-01-04,1,11
22,Thursday,COXWELL STATION,Operations - Operator,11,22,2024-01-04,1,11
40,Thursday,DUNDAS WEST STN,Cleaning - Unsanitary,15,30,2024-01-04,1,11
96,Thursday,CARRIER LOOP,Operations - Operator,20,40,2024-01-04,1,12
43,Thursday,KENNEDY STATION,Utilized Off Route,10,20,2024-01-04,1,12
32,Thursday,EGLINTON STATION,Mechanical,12,24,2024-01-04,1,12
17,Thursday,EGLINTON AND BIRCHMOUN,Utilized Off Route,16,32,2024-01-04,1,12
9,Thursday,WARDEN AND ST. CLAIR,Mechanical,28,56,2024-01-04,1,12
935,Thursday,JANE AND LAWRENCE,Investigation,15,30,2024-01-04,1,12
939,Thursday,FINCH STATION,Mechanical,14,28,2024-01-04,1,12
995,Thursday,YORK MILLS AND LESLIE,Mechanical,20,40,2024-01-04,1,12
71,Thursday,MT DENNIS GARAGE,Mechanical,10,20,2024-01-04,1,12
501,Thursday,WOLSELEY LOOP,Mechanical,5,10,2024-01-04,1,13
72,Thursday,PAPE STATION,Operations - Operator,22,44,2024-01-04,1,13
41,Thursday,SHEPPARD AND KEELE,Operations - Operator,10,20,2024-01-04,1,13
12,Thursday,KINGSTON AND BRIMLEY,Mechanical,12,24,2024-01-04,1,13
935,Thursday,JANE AND WILSON,Emergency Services,10,20,2024-01-04,1,13
85,Thursday,SHEPPARD AND MARKHAM,Mechanical,18,27,2024-01-04,1,14
35,Thursday,PIONEER VILLAGE STATIO,Mechanical,8,16,2024-01-04,1,14
165,Thursday,WESTON AND FINCH,Mechanical,9,18,2024-01-04,1,14
40,Thursday,DUNDAS AND OLD DUNDAS,Collision - TTC,13,26,2024-01-04,1,14
89,Thursday,CHURCH AND WESTON,Cleaning - Unsanitary,10,20,2024-01-04,1,14
32,Thursday,EGLINTON AND DUFFERIN,Mechanical,12,24,2024-01-04,1,14
52,Thursday,LAWRENCE AND PIMILICO,Investigation,18,36,2024-01-04,1,14
63,Thursday,ATLANTIC AND KING,Operations - Operator,5,10,2024-01-04,1,14
42,Thursday,MCNICOLL AND BOXDENE,Emergency Services,12,24,2024-01-04,1,14
34,Thursday,CONCORDE PLACE AND CON,Mechanical,15,30,2024-01-04,1,14
96,Thursday,CARRIER LOOP,Cleaning - Unsanitary,20,40,2024-01-04,1,14
32,Thursday,EGLINTON AND MARTIN GR,Mechanical,12,24,2024-01-04,1,14
122,Thursday,MALVERN GARAGE,Mechanical,14,28,2024-01-04,1,14
71,Thursday,BLACK CREEK AND EGLINT,Mechanical,10,20,2024-01-04,1,15
52,Thursday,LAWRENCE WEST AND APEX,Mechanical,10,20,2024-01-04,1,15
937,Thursday,ISLINGTON STATION,Utilized Off Route,14,28,2024-01-04,1,15
960,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,7,15,2024-01-04,1,15
43,Thursday,LAWRENCE AND KENNEDY,Mechanical,10,20,2024-01-04,1,15
47,Thursday,YORKDALE STATION,Operations - Operator,24,48,2024-01-04,1,15
64,Thursday,MAIN STREET STATION,Operations - Operator,9,18,2024-01-04,1,15
17,Thursday,MCNICOLL GARAGE,Mechanical,8,16,2024-01-04,1,15
995,Thursday,YORK MILLS AND BANBURY,Mechanical,13,26,2024-01-04,1,15
52,Thursday,LAWRENCE WEST STATION,Operations - Operator,10,20,2024-01-04,1,16
84,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,15,30,2024-01-04,1,16
16,Thursday,1445 DANFORTH AVE,Mechanical,9,18,2024-01-04,1,16
32,Thursday,EGLINTON AND MARLEE,Operations - Operator,10,20,2024-01-04,1,16
941,Thursday,KEELE STATION,Mechanical,12,24,2024-01-04,1,16
985,Thursday,DON MILLS STATION,Mechanical,6,12,2024-01-04,1,16
32,Thursday,CALEDONIA AND EGLINTON,Operations - Operator,10,20,2024-01-04,1,16
32,Thursday,RENFORTH STATION,Mechanical,10,20,2024-01-04,1,16
32,Thursday,EGLINTON STATION,Operations - Operator,10,20,2024-01-04,1,16
52,Thursday,LAWRENCE AND JANE,Cleaning - Unsanitary,18,36,2024-01-04,1,16
110,Thursday,ISLINGTON STATION,Operations - Operator,12,24,2024-01-04,1,16
40,Thursday,DUNDAS AND ANNETTE,Mechanical,12,24,2024-01-04,1,16
71,Thursday,MT. DENNIS GARAGE,Operations - Operator,10,20,2024-01-04,1,16
54,Thursday,LAWRENCE AND WARDEN,Mechanical,11,22,2024-01-04,1,16
47,Thursday,QUEEN AND LANSDOWNE,Cleaning - Unsanitary,24,48,2024-01-04,1,16
75,Thursday,SHERBOURNE AND BLOOR,Emergency Services,9,17,2024-01-04,1,16
86,Thursday,EGLINTON AND MCCOWAN (,Collision - TTC,6,12,2024-01-04,1,16
924,Thursday,VICTORIA PARK AND FINC,Security,10,20,2024-01-04,1,17
43,Thursday,MIDLAND AND STEELES,Mechanical,10,20,2024-01-04,1,17
984,Thursday,SHEPPARD AND JANE,Utilized Off Route,10,20,2024-01-04,1,17
116,Thursday,KENNEDY STATION,Operations - Operator,8,16,2024-01-04,1,17
116,Thursday,KINGSTON AND SCARBOROU,Collision - TTC,8,16,2024-01-04,1,17
32,Thursday,EGLINTON AND GLENHOLME,Emergency Services,10,20,2024-01-04,1,17
106,Thursday,SENTINEL ROAD AND DERR,Mechanical,15,30,2024-01-04,1,17
32,Thursday,EGLINTON AND KEELE,Mechanical,10,20,2024-01-04,1,17
105,Thursday,SHEPPARD WEST STATION,Cleaning - Unsanitary,11,23,2024-01-04,1,17
32,Thursday,EGLINTON AND CALEDONIA,Mechanical,10,20,2024-01-04,1,17
63,Thursday,OSSINGTON STATION,Operations - Operator,10,20,2024-01-04,1,17
54,Thursday,LAWRENCE AND BROCKLEY,Operations - Operator,15,30,2024-01-04,1,17
69,Thursday,WARDEN STATION,Operations - Operator,10,20,2024-01-04,1,17
32,Thursday,EGLINTON WEST STATION,Operations - Operator,10,20,2024-01-04,1,17
14,Thursday,GLENCAIRN STATION,Operations - Operator,20,40,2024-01-04,1,18
986,Thursday,EGLINTON AND MCCOWAN,Mechanical,12,24,2024-01-04,1,18
123,Thursday,EVANS AND THE EAST MAL,Cleaning - Unsanitary,12,24,2024-01-04,1,18
63,Thursday,OSSINGTON AND DUNDAS,Mechanical,5,10,2024-01-04,1,18
95,Thursday,ELLESMERE AND MILITARY,Mechanical,7,14,2024-01-04,1,18
161,Thursday,OAKWOOD AND DAVENPORT,Mechanical,18,36,2024-01-04,1,19
52,Thursday,LAWRENCE AND PINE,Operations - Operator,10,20,2024-01-04,1,19
13,Thursday,EGLINTON STATION,Operations - Operator,22,44,2024-01-04,1,19
984,Thursday,SHEPPARD AND BATHURST,Operations - Operator,10,20,2024-01-04,1,20
41,Thursday,KEELE STATION,Operations - Operator,10,20,2024-01-04,1,20
124,Thursday,ROE LOOP,Mechanical,13,26,2024-01-04,1,20
52,Thursday,AVENUE AND CLEMENTS,Operations - Operator,15,30,2024-01-04,1,20
113,Thursday,MAIN STATION,Operations - Operator,10,20,2024-01-04,1,20
60,Thursday,PIONEER VILLAGE STATIO,Mechanical,12,24,2024-01-04,1,21
25,Thursday,LAWRENCE AND DON MILLS,Mechanical,7,13,2024-01-04,1,21
984,Thursday,SHEPPARD AND JANE,Operations - Operator,10,20,2024-01-04,1,21
71,Thursday,INDUSTRY ST AND MT DEN,Mechanical,15,30,2024-01-04,1,22
600,Thursday,SCARBOROUGH CENTRE STA,Operations - Operator,1,1,2024-01-04,1,22
75,Thursday,LAKESHORE AND LOWER JA,Diversion,27,47,2024-01-04,1,22
85,Thursday,DON MILLS STATION,Operations - Operator,20,40,2024-01-04,1,23
40,Thursday,DUNDAS AND PACIFIC,Security,20,40,2024-01-04,1,23
17,Thursday,STEELES AND WARDEN,Operations - Operator,25,37,2024-01-04,1,23
939,Thursday,KENNEDY STATION,Operations - Operator,13,26,2024-01-04,1,23
91,Thursday,WOODBINE AND BARKER,Diversion,9,39,2024-01-04,1,0
34,Thursday,EGLINTON STATION,Emergency Services,20,40,2024-01-04,1,0
69,Thursday,WARDEN AND DANFORTH,Mechanical,20,40,2024-01-04,1,1
320,Friday,YONGE AND SHAFTESBURY,Diversion,5,10,2024-01-05,1,2
32,Friday,STEELES AND JANE,Vision,20,40,2024-01-05,1,3
95,Friday,YORK MILLS AND DON MIL,Operations - Operator,1,25,2024-01-05,1,4
109,Friday,MARKHAM AND SELECT,Operations - Operator,20,40,2024-01-05,1,4
67,Friday,WARDEN LOOP,Vision,15,15,2024-01-05,1,4
300,Friday,BLOOR AND BATHURST,Emergency Services,6,15,2024-01-05,1,5
86,Friday,EGLINTON AND FALMOUTH,Operations - Operator,1,18,2024-01-05,1,5
47,Friday,YORKDALE STATION,Operations - Operator,9,19,2024-01-05,1,5
60,Friday,MALVERN DIVISION,Operations - Operator,1,1,2024-01-05,1,5
165,Friday,WILSON STATION,Operations - Operator,7,15,2024-01-05,1,5
35,Friday,MT DENNIS GARAGE,Operations - Operator,10,20,2024-01-05,1,5
41,Friday,MT DENNIS GARAGE,Mechanical,10,20,2024-01-05,1,5
95,Friday,ELLESMERE AND MILITARY,Mechanical,15,15,2024-01-05,1,5
96,Friday,ARROW ROAD GARAGE,Mechanical,9,18,2024-01-05,1,5
32,Friday,EGLINTON AND KEELE,Mechanical,10,20,2024-01-05,1,5
53,Friday,MCNICHOLL DIVISION,Operations - Operator,6,19,2024-01-05,1,5
945,Friday,MT DENNIS DIVISION,Operations - Operator,10,20,2024-01-05,1,5
116,Friday,MORININGSTAR AND NIGHT,Mechanical,8,16,2024-01-05,1,5
60,Friday,MALVERN GARAGE,Operations - Operator,1,1,2024-01-05,1,6
945,Friday,MT DENNIS DIVISION,Operations - Operator,10,20,2024-01-05,1,6
960,Friday,PIONEER VILLAGE STATIO,Investigation,10,20,2024-01-05,1,6
113,Friday,KENNEDY STATION,Operations - Operator,20,40,2024-01-05,1,6
75,Friday,QUEENS QUAY AND JARVIS,Mechanical,6,12,2024-01-05,1,6
71,Friday,MT DENNIS DIVISION,Operations - Operator,10,20,2024-01-05,1,6
43,Friday,EGLINTON AND KENNEDY,Mechanical,10,20,2024-01-05,1,7
996,Friday,BATHURST AND WILSON,Mechanical,8,16,2024-01-05,1,7
85,Friday,SHEPPARD AND MORNINGSI,Mechanical,20,38,2024-01-05,1,7
68,Friday,WARDEN AND BAMBURGH,Security,11,22,2024-01-05,1,7
31,Friday,COXWELL STATION,Mechanical,12,24,2024-01-05,1,7
84,Friday,SHEPPARD AND BATHURST,Operations - Operator,20,40,2024-01-05,1,7
94,Friday,SCATLE FRANK STATION,Operations - Operator,20,40,2024-01-05,1,7
79,Friday,MT DENNIS DIVISION,Operations - Operator,10,20,2024-01-05,1,7
20,Friday,LAWRENCE AND KINGSTON,Operations - Operator,10,20,2024-01-05,1,7
53,Friday,STEELES AND HIGHWAY 40,Diversion,24,35,2024-01-05,1,8
53,Friday,STEELES AND HIGHWAY 40,Diversion,24,31,2024-01-05,1,8
23,Friday,MAIN STREET STATION,Operations - Operator,12,24,2024-01-05,1,8
12,Friday,KENNEDY STATION,Operations - Operator,15,30,2024-01-05,1,8
929,Friday,WILSON STATION,Operations - Operator,8,16,2024-01-05,1,8
939,Friday,KENNEDY STATION,Diversion,27,58,2024-01-05,1,8
133,Friday,KENNEDY AND EGLINTON,Diversion,22,35,2024-01-05,1,9
939,Friday,FINCH AND MCCOWAN,Operations - Operator,14,28,2024-01-05,1,9
69,Friday,BIRCHMOUNT AND PARNELL,Operations - Operator,12,24,2024-01-05,1,9
960,Friday,FINCH STATION,Cleaning - Unsanitary,10,20,2024-01-05,1,9
65,Friday,CASTLE FRANK STATION,Operations - Operator,13,24,2024-01-05,1,9
95,Friday,YORK MILLS AND VALENTI,Mechanical,10,20,2024-01-05,1,9
19,Friday,QUEENS QUAY AND DOCKSI,Cleaning - Unsanitary,28,56,2024-01-05,1,9
39,Friday,EGLINTON AND KENNEDY,Cleaning - Unsanitary,10,20,2024-01-05,1,9
52,Friday,LAWRENCE AND JANE,Mechanical,20,40,2024-01-05,1,9
135,Friday,WARDEN STATION,Mechanical,20,40,2024-01-05,1,11
133,Friday,SCARBOROUGH CENTER STA,Mechanical,13,26,2024-01-05,1,11
960,Friday,PIONEER VILLAGE STATIO,Mechanical,10,20,2024-01-05,1,11
37,Friday,ISLINGTON STATION,Mechanical,25,50,2024-01-05,1,11
43,Friday,KENNEDY AND ELLESMERE,Collision - TTC,10,20,2024-01-05,1,11
900,Friday,KIPLING STATION,Mechanical,9,18,2024-01-05,1,11
929,Friday,DUFFERIN AND LAWRENCE,Operations - Operator,8,16,2024-01-05,1,12
93,Friday,DANFORTH AND WOODBINE,Diversion,8,33,2024-01-05,1,12
929,Friday,DUFFERIN AND LAWRENCE,Operations - Operator,8,16,2024-01-05,1,12
39,Friday,NEILSON AND FINCH,Mechanical,20,40,2024-01-05,1,12
108,Friday,KEELE AND REGIS,Operations - Operator,20,40,2024-01-05,1,12
72,Friday,PAPE STATION,Operations - Operator,22,44,2024-01-05,1,13
7,Friday,GREENWIN VILLAGE AND B,Collision - TTC,10,20,2024-01-05,1,13
52,Friday,LAWRENCE AND DUVAL,Cleaning - Unsanitary,19,36,2024-01-05,1,13
32,Friday,EGLINTON AND CALEDONIA,Operations - Operator,12,24,2024-01-05,1,13
161,Friday,DAVENPORT AND LANSDOWN,Operations - Operator,20,40,2024-01-05,1,13
32,Friday,WRIGHT AND JANE,Operations - Operator,12,24,2024-01-05,1,13
32,Friday,KEELE AND EGLINTON,Operations - Operator,12,24,2024-01-05,1,13
29,Friday,DUFFERIN AND DANE,Operations - Operator,8,16,2024-01-05,1,13
929,Friday,ST. CLAIR AND DUFFERIN,Operations - Operator,8,16,2024-01-05,1,13
20,Friday,BIRCHMOUNT AND HIGHVIE,Cleaning - Unsanitary,20,40,2024-01-05,1,14
165,Friday,KEELE AND WILSON,Mechanical,9,18,2024-01-05,1,14
29,Friday,DUFFERIN AND LAWRENCE,Operations - Operator,8,16,2024-01-05,1,14
97,Friday,HILDA AND STEELES,Collision - TTC,28,55,2024-01-05,1,14
22,Friday,FAIRFORD AND COXWELL,Mechanical,8,16,2024-01-05,1,14
42,Friday,MCNICOLL AND MIDLAND,Mechanical,9,18,2024-01-05,1,14
32,Friday,LAWRENCE AND PINE,Mechanical,12,24,2024-01-05,1,14
925,Friday,DON MILLS AND THE DONW,Operations - Operator,12,24,2024-01-05,1,14
80,Friday,QUEENSWAY AND CULNAN,Operations - Operator,22,44,2024-01-05,1,14
32,Friday,EGLINTON AND GLENHOLME,Mechanical,15,30,2024-01-05,1,14
41,Friday,KEELE AND LAWRENCE,Operations - Operator,10,20,2024-01-05,1,14
113,Friday,KENNEDY STATION,Operations - Operator,12,24,2024-01-05,1,14
905,Friday,MORNINGSIDE AND ELLESM,Security,15,30,2024-01-05,1,15
86,Friday,BRIMLEY AND EGLINTON,Mechanical,10,16,2024-01-05,1,15
12,Friday,VICTORIA PARK STATION,Mechanical,24,48,2024-01-05,1,15
100,Friday,DON MILLS AND WYNFORD,Operations - Operator,5,10,2024-01-05,1,15
924,Friday,STEELES LOOP AND VICTO,Operations - Operator,10,20,2024-01-05,1,15
100,Friday,PAPE STATION,Mechanical,6,12,2024-01-05,1,15
116,Friday,MARKHAM AND EGLINTON,Emergency Services,8,16,2024-01-05,1,15
7,Friday,BATHURST AND BARTON,Mechanical,10,20,2024-01-05,1,16
952,Friday,ARROW GARAGE,Mechanical,10,10,2024-01-05,1,16
85,Friday,SHEPPARD AND BRIMLEY,Cleaning - Unsanitary,8,16,2024-01-05,1,16
17,Friday,WARDEN STATION,Security,8,16,2024-01-05,1,16
939,Friday,FINCH AND KENNEDY,Mechanical,12,24,2024-01-05,1,16
16,Friday,ELLESMERE AND MCCOWAN,Mechanical,8,16,2024-01-05,1,16
996,Friday,WILSON STATION,Mechanical,10,20,2024-01-05,1,16
924,Friday,STEELES LOOP,Vision,15,30,2024-01-05,1,16
52,Friday,EGLINTON STATION,Operations - Operator,17,35,2024-01-05,1,16
985,Friday,SHEPPARD AND VICTORIA,Mechanical,12,24,2024-01-05,1,16
52,Friday,PEARSON AIRPORT TERMIN,Operations - Operator,16,22,2024-01-05,1,16
52,Friday,EGLINTON STATION,Operations - Operator,16,22,2024-01-05,1,16
54,Friday,LAWRENCE AND SCARBOROU,Operations - Operator,10,20,2024-01-05,1,16
105,Friday,SHEPPARD WEST STATION,Operations - Operator,11,22,2024-01-05,1,16
63,Friday,OSSINGTON STATION,Security,10,20,2024-01-05,1,17
65,Friday,CASTLEFRANK STATION,Operations - Operator,11,22,2024-01-05,1,17
43,Friday,KENNEDY AND LAWRENCE,General Delay,10,20,2024-01-05,1,17
95,Friday,YORK MILLS AND BARYVIE,Mechanical,10,20,2024-01-05,1,17
995,Friday,VICTORIA PARK AND ELLE,Mechanical,10,20,2024-01-05,1,17
985,Friday,SHEPPARD AND MORNINGSI,Cleaning - Unsanitary,12,24,2024-01-05,1,17
903,Friday,MIDLAND AND EGLINTON,Operations - Operator,11,24,2024-01-05,1,17
24,Friday,EGLINTON AND VICTORIA,Cleaning - Unsanitary,10,20,2024-01-05,1,17
22,Friday,COXWELL STATION,Emergency Services,10,20,2024-01-05,1,17
19,Friday,QUEENS QUAY AND SHERBO,Operations - Operator,14,28,2024-01-05,1,17
110,Friday,ISLINGTON AND EVANS,Cleaning - Unsanitary,22,42,2024-01-05,1,17
54,Friday,LAWRENCE AND VICTORIA,Operations - Operator,11,22,2024-01-05,1,17
989,Friday,KEELE AND ST. CLAIR,Security,9,18,2024-01-05,1,17
56,Friday,DONLANDS STATION,Operations - Operator,20,40,2024-01-05,1,17
939,Friday,FINCH STATION,Security,12,24,2024-01-05,1,18
939,Friday,FINCH AND KENNEDY,Operations - Operator,12,24,2024-01-05,1,18
80,Friday,SHERWAY GARDENS,Mechanical,22,44,2024-01-05,1,18
984,Friday,BRADSTOCK AND WESTON,Mechanical,9,19,2024-01-05,1,18
952,Friday,DIXON AND ISLINGTON,Diversion,13,25,2024-01-05,1,18
32,Friday,EGLINTON WEST STATION,Operations - Operator,15,30,2024-01-05,1,18
65,Friday,CASTLE FRANK STATION,Operations - Operator,11,22,2024-01-05,1,18
133,Friday,FINCH AND MORNINGSIDE,Security,10,20,2024-01-05,1,18
32,Friday,KEELE AND EGLINTON,Operations - Operator,14,28,2024-01-05,1,18
985,Friday,SHEPPARD AND VICTORIA,Mechanical,6,12,2024-01-05,1,18
95,Friday,RYLANDER AND KINGSTON,Mechanical,10,20,2024-01-05,1,19
37,Friday,ISLINGTON STATION,Mechanical,12,24,2024-01-05,1,19
7,Friday,BATHURST AND WILSON,Mechanical,10,20,2024-01-05,1,19
116,Friday,MORNING SIDE AND NIGHT,Mechanical,8,16,2024-01-05,1,19
600,Friday,SHEPPARD AND DURNFORD,Mechanical,10,20,2024-01-05,1,19
91,Friday,VALLEY WOODS AND YORK,Diversion,10,20,2024-01-05,1,19
57,Friday,MIDLAND AND LAWRENCE,Operations - Operator,20,40,2024-01-05,1,19
31,Friday,QUEEN AND ALTON,Mechanical,12,24,2024-01-05,1,19
