Route,Day,Location,Incident,Min Gap,Date_,Month,Hour
39,Tuesday,FINCH AND MILIKEN,Operations - Operator,20,2024-03-12,3,22
36,Sunday,FINCH AND DRIFTWOOD,Security,20,2024-02-18,2,23
14,Wednesday,DAVISVILLE AND YONGE,General Delay,48,2024-05-29,5,9
32,Tuesday,EGLINTON STATION,Operations - Operator,16,2024-03-19,3,19
36,Tuesday,FINCH AND MILVAN,Security,16,2024-09-03,9,20
116,Saturday,EGLINTON AND MARKHAM,Operations - Operator,20,2024-08-24,8,19
131,Wednesday,KENNEDY STATION,Cleaning - Unsanitary,30,2024-01-24,1,12
905,Saturday,KENNEDY STATION,Diversion,27,2024-02-17,2,14
900,Thursday,QUEENSWAY GARAGE,Cleaning - Unsanitary,20,2024-07-04,7,16
52,Thursday,TORONTO PEARSON AIRPOR,Mechanical,28,2024-06-06,6,5
300,Friday,DANFORTH AND DRAYTON,Security,19,2024-01-26,1,2
52,Saturday,EGLINTON STATION,Operations - Operator,44,2024-07-06,7,19
52,Wednesday,DIXON AND ST PHILLIPS,Operations - Operator,40,2024-03-13,3,13
24,Friday,VICTORIA PARK AND LAWR,Security,20,2024-03-15,3,14
47,Monday,LANSDOWNE AND BLOOR,Operations - Operator,20,2024-02-12,2,22
119,Tuesday,TORBARRIE AND SERGIO M,Diversion,59,2024-05-28,5,10
98,Thursday,SHEPPARD AND YONGE,Emergency Services,40,2024-06-13,6,6
935,Thursday,JANE AND SHEPPARD,General Delay,30,2024-05-30,5,20
7,Friday,GREENWIN VILLAGE AND E,Collision - TTC,20,2024-09-27,9,17
41,Monday,KEELE AND ANNETTE,Collision - TTC,20,2024-06-10,6,9
95,Monday,ELLESMERE AND CALVERLE,Mechanical,20,2024-04-01,4,16
53,Wednesday,MORNINGSIDE AND PASSMO,Cleaning - Unsanitary,13,2024-06-12,6,8
16,Tuesday,MCCOWAN AND ELLESMERE,Road Blocked - NON-TTC Collision,40,2024-07-30,7,1
57,Thursday,MIDLAND AND STEELES,Diversion,42,2024-05-02,5,19
95,Friday,RYLANDER AND KINGSTON,Operations - Operator,20,2024-01-12,1,13
85,Sunday,SHEPPARD AND BROWNSPRI,Security,48,2024-03-17,3,15
34,Friday,EGLINTON AND ROSEMOUNT,Collision - TTC,15,2024-08-30,8,7
935,Saturday,PIONEER VILLAGE STATIO,Mechanical,12,2024-03-23,3,13
85,Thursday,SHEPPARD YONGE STATION,Mechanical,40,2024-01-11,1,6
39,Sunday,FINCH AND MIDLAND,Mechanical,34,2024-07-21,7,22
32,Thursday,RENFORTH STATION,Operations - Operator,20,2024-07-25,7,7
63,Monday,OSSINGTON AND DUNDAS,Security,20,2024-08-12,8,22
25,Friday,BROADVIEW STATION,Security,18,2024-07-12,7,11
900,Tuesday,KIPLING STATION,Mechanical,20,2024-08-27,8,21
165,Saturday,WESTON AND SHEPPARD,Mechanical,20,2024-09-07,9,14
135,Thursday,MAIN AND GERRARD,Operations - Operator,40,2024-07-25,7,9
85,Monday,SHEPPARD AND NEILSON,Security,36,2024-06-24,6,14
39,Tuesday,FINCH AND SANDHURST,Investigation,17,2024-09-03,9,8
36,Sunday,FINCH AND ALBION,Mechanical,12,2024-04-28,4,13
43,Saturday,KENNEDY AND CORNWALLS,Security,20,2024-09-28,9,12
900,Tuesday,PEARSON AIRPORT TERMIN,Emergency Services,20,2024-04-16,4,22
38,Thursday,ROUGE HILL GO STATION,Mechanical,24,2024-07-25,7,16
64,Saturday,BROADVIEW AND POTTERY,Mechanical,24,2024-05-11,5,17
165,Tuesday,WESTON AND STEELES,Vision,14,2024-02-13,2,15
69,Thursday,WARDEN STATION,Operations - Operator,20,2024-01-04,1,17
75,Saturday,LOWER JARVIS AND QUEEN,Operations - Operator,24,2024-07-13,7,12
39,Friday,OLD FINCH AND LITTLES,Mechanical,34,2024-07-19,7,10
929,Friday,BLOOR AND DUFFERIN,Operations - Operator,16,2024-01-26,1,15
76,Sunday,ROYAL YORK STATION,Utilized Off Route,20,2024-05-12,5,12
123,Wednesday,EVANS AND GAIR,Investigation,24,2024-03-06,3,18
70,Wednesday,COXWELL STATION,Mechanical,16,2024-05-29,5,15
939,Tuesday,VICTORIA PARK AND FINC,Mechanical,32,2024-07-16,7,18
16,Wednesday,MCCOWAN AND LAWRENCE,Mechanical,26,2024-02-14,2,12
165,Saturday,WILSON AND JANE,Emergency Services,20,2024-05-11,5,1
32,Tuesday,EGLINTON AND KEELE,Operations - Operator,25,2024-08-13,8,15
95,Friday,ELLESMERE AND KENNEDY,Collision - TTC,20,2024-08-02,8,16
79,Tuesday,RUNNYMEDE STATION,Mechanical,36,2024-07-09,7,8
960,Saturday,SIGNAL HILL AND STEELE,Operations - Operator,20,2024-07-13,7,15
96,Thursday,CARRIER AND HIGHWAY 27,Cleaning - Unsanitary,29,2024-08-08,8,4
111,Friday,KIPLING STATION,Mechanical,54,2024-08-30,8,0
53,Saturday,YONGE AND STEELES,Mechanical,16,2024-02-10,2,15
64,Sunday,COSBURN AND LOGAN,Security,20,2024-09-22,9,18
985,Saturday,MIDLAND AND GOODLAND,Collision - TTC,25,2024-05-04,5,19
39,Friday,FINCH AND VICTORIA PAR,Vision,34,2024-01-19,1,7
960,Sunday,STEELES AND MARTIN GRO,Mechanical,22,2024-01-07,1,9
11,Tuesday,ROE LOOP,Mechanical,46,2024-08-27,8,10
100,Friday,ST DENNIS AND DEAUVILL,Mechanical,10,2024-03-22,3,16
64,Tuesday,MAIN STREET STATION,Mechanical,20,2024-02-13,2,10
32,Wednesday,HILLSDALE AND YONGE,Operations - Operator,16,2024-08-07,8,7
108,Wednesday,SHEPPARD WEST STATION,Cleaning - Unsanitary,20,2024-02-28,2,13
52,Saturday,LAWRENCE AND JANE,Security,22,2024-02-24,2,0
995,Tuesday,YORK MILLS STATION,Mechanical,40,2024-07-16,7,11
129,Sunday,SCARBOROUGH CENTRE STA,Security,40,2024-02-18,2,17
46,Wednesday,VIKING LN AND KIPLING,Mechanical,46,2024-09-25,9,8
35,Wednesday,JANE AND EGLINTON,Mechanical,24,2024-04-17,4,17
953,Monday,STEELES AND KENNEDY,Vision,22,2024-06-03,6,9
41,Thursday,KEELE AND EGLINTON,Mechanical,20,2024-01-04,1,10
15,Tuesday,KIPLING AND STEELES,Mechanical,50,2024-04-23,4,3
165,Saturday,OLD WESTON AND STEELES,Mechanical,20,2024-03-23,3,7
52,Saturday,LAWRENCE AND PINE,Mechanical,40,2024-08-24,8,14
75,Thursday,BLOOR AND SHERBOURNE,Mechanical,15,2024-02-08,2,11
905,Saturday,EGLINTON AND MARKHAM,Operations - Operator,30,2024-01-13,1,13
116,Saturday,EGLINTON AND MARKHAM,Mechanical,16,2024-08-03,8,15
82,Friday,SCHOFIELD AND GLEN,General Delay,40,2024-03-22,3,17
160,Monday,ATKINSIN AND CAMPBELL,Emergency Services,40,2024-04-22,4,8
92,Saturday,WOODBINE STATION,Operations - Operator,10,2024-06-22,6,13
41,Sunday,CALVINGTON AND KEELE,General Delay,20,2024-04-28,4,14
41,Monday,WESTON AND NORTHLAND,Mechanical,20,2024-09-09,9,6
160,Tuesday,WILSON STATION,Operations - Operator,40,2024-09-03,9,6
34,Thursday,EGLINTON STATION,Mechanical,40,2024-04-25,4,21
925,Saturday,DON MILLS,Emergency Services,20,2024-01-27,1,11
97,Thursday,YONGE AND ST. CLAIR,Cleaning - Unsanitary,50,2024-05-02,5,15
35,Friday,JANE AND TRETHEWEY,Collision - TTC,24,2024-07-26,7,17
996,Monday,WILSON STATION,Security,20,2024-07-15,7,14
160,Thursday,BATHURST AND BAINBRIDG,Mechanical,28,2024-09-12,9,10
903,Friday,CENTENNIAL COLLEGE,Vision,32,2024-07-12,7,15
1,Tuesday,YONGE AND CASTLEFIELD,Security,10,2024-04-30,4,1
89,Friday,KEELE STATION,Mechanical,20,2024-07-26,7,8
102,Saturday,IRONSIDE AND TAPSCOTT,Mechanical,20,2024-09-28,9,5
95,Saturday,ELLESMERE AND ZAPH,Mechanical,28,2024-04-06,4,14
71,Monday,RUNNYMEDE STATION,Utilized Off Route,31,2024-04-15,4,14
99,Friday,WESTON AND BRADSTOCK,Mechanical,20,2024-01-19,1,16
63,Thursday,OAKWOOD AND ST CLAIR,Operations - Operator,20,2024-09-19,9,15
924,Friday,VICTORIA PARK AND ST C,Mechanical,20,2024-07-12,7,16
945,Tuesday,KIPLING STATION,Operations - Operator,20,2024-07-09,7,6
34,Sunday,EGLINTON STATION,Utilized Off Route,18,2024-06-23,6,15
42,Tuesday,MIDLAND AND MCNICOLL,Mechanical,30,2024-07-16,7,17
165,Saturday,WILSON STN,Mechanical,20,2024-05-11,5,20
905,Monday,EGLINTON AND MARKHAM,Mechanical,30,2024-03-18,3,8
100,Saturday,DON MILLS AND EGLINTON,Mechanical,18,2024-02-17,2,14
63,Friday,KING AND THE QUEENSWAY,Cleaning - Unsanitary,20,2024-06-21,6,17
41,Thursday,IAN MCDONALD,Mechanical,26,2024-07-11,7,5
41,Tuesday,KEELE AND ROGERS,Security,40,2024-04-09,4,23
97,Thursday,STEELES AND HILDA,Collision - TTC,18,2024-05-09,5,18
94,Wednesday,8 COLBOURNE STREET,Utilized Off Route,20,2024-03-20,3,8
84,Monday,SHEPPARD WEST STATION,Mechanical,20,2024-02-12,2,6
102,Monday,MARKHAM AND PROGRESS,Operations - Operator,40,2024-06-24,6,21
129,Wednesday,MIDLAND AND LAWRENCE,Mechanical,20,2024-09-18,9,0
95,Sunday,YORK MILLS STATION,Security,40,2024-05-12,5,23
129,Wednesday,TRITON AND MCCOWAN,Mechanical,32,2024-05-15,5,7
102,Wednesday,LAWRENCE AND MARKHAM,Operations - Operator,30,2024-05-08,5,18
44,Saturday,KIPLING AND LAKESHORE,Mechanical,20,2024-01-06,1,14
108,Wednesday,GRANDRAVINE DR AND GRA,Emergency Services,40,2024-09-11,9,14
925,Friday,DON MILLS AND PARKWAY,Mechanical,18,2024-07-26,7,8
927,Monday,MARTIN GROVE AND STEEL,Mechanical,10,2024-07-01,7,6
84,Friday,SHEPPARD AND CHESSWOOD,Mechanical,15,2024-05-24,5,14
102,Thursday,MARKHAM AND SHEPPARD,Mechanical,30,2024-02-15,2,8
75,Wednesday,SHERBOURNE AND ISABELL,Security,32,2024-06-05,6,19
52,Saturday,SUNNYBROOK HOSPITAL,Operations - Operator,30,2024-04-13,4,10
939,Thursday,SCARBOROUGH TOWN CENTR,Mechanical,14,2024-05-09,5,6
52,Monday,LAWRENCE AND KEELE,Mechanical,36,2024-03-04,3,19
52,Friday,PEARSON AIRPORT - TERM,Vision,30,2024-09-06,9,7
47,Tuesday,CALEDONA AND BOWIE,Operations - Operator,36,2024-06-18,6,11
939,Saturday,KENNEDY STATION,Operations - Operator,20,2024-06-01,6,19
133,Friday,SCARBOROUGH CENTRE STA,Operations - Operator,20,2024-04-26,4,17
108,Tuesday,PIONEER VILLAGE STATIO,Mechanical,48,2024-07-16,7,15
939,Friday,FINCH AND KENNEDY,Mechanical,32,2024-07-26,7,19
35,Monday,JANE AND YORK GATE,Mechanical,19,2024-09-23,9,5
95,Saturday,ELLESMERE AND MIDLAND,General Delay,20,2024-02-24,2,23
36,Friday,FINCH AND SENTINEL,Security,12,2024-07-19,7,16
11,Wednesday,SUNNYBROOK HOSPITAL,Investigation,38,2024-04-17,4,18
87,Thursday,COSBURN AND PAPE,Security,42,2024-07-18,7,0
54,Monday,LAWRENCE AND BRIMLEY,Emergency Services,28,2024-08-19,8,13
52,Tuesday,TORONTO PEARSON INTERN,Mechanical,40,2024-04-09,4,10
29,Saturday,WILSON STATION,Mechanical,18,2024-09-07,9,8
165,Friday,WILSON AND BEVERLEY,Mechanical,20,2024-08-02,8,5
95,Monday,ELLESMERE AND WEST SER,Operations - Operator,20,2024-07-29,7,17
927,Thursday,KIPLING STATION,Operations - Operator,28,2024-01-11,1,12
939,Monday,FINCH AND WILMINGTON,Collision - TTC,16,2024-03-25,3,14
64,Tuesday,EASTDALE AND GOODWOOD,Operations - Operator,18,2024-07-09,7,14
54,Saturday,LAWRENCE AND UNDERHILL,Security,22,2024-02-03,2,6
32,Tuesday,EGLINTON WEST STATION,Mechanical,32,2024-06-04,6,6
29,Friday,DUFFERIN AND ST CLAIR,Collision - TTC,16,2024-09-13,9,18
36,Monday,FINCH WEST STATION,Vision,12,2024-05-27,5,8
165,Tuesday,STEELES WEST AND WESTO,Vision,12,2024-05-07,5,9
66,Sunday,MARINE PARADE AND LAKE,Security,56,2024-04-07,4,14
26,Friday,JANE AND OUTLOOK,Collision - TTC,30,2024-03-15,3,14
69,Thursday,WARDEN AND DANFORTH,Mechanical,40,2024-01-04,1,1
35,Saturday,JANE AND OUTLOOK,Mechanical,14,2024-06-15,6,15
37,Saturday,ISLINGTON AND BERGAMOT,Security,32,2024-02-24,2,19
122,Monday,GRAYDON HALL AND DON M,Investigation,24,2024-08-19,8,16
945,Thursday,KIPLING AND STEELES,Mechanical,20,2024-05-02,5,17
123,Friday,KIPLING STATION,Cleaning - Unsanitary,46,2024-01-19,1,10
954,Monday,ROUGE HILL GO STATION,Mechanical,20,2024-09-30,9,17
35,Wednesday,JANE AND WESTON,Mechanical,24,2024-03-27,3,18
165,Saturday,WILSON AND ALLARD,Investigation,20,2024-01-06,1,14
165,Wednesday,WESTON AND STEELES,Operations - Operator,20,2024-03-20,3,12
42,Wednesday,FINCH STATION,Mechanical,20,2024-03-06,3,16
41,Tuesday,KEELE AND JUNCTION,Mechanical,24,2024-08-20,8,18
113,Tuesday,MAIN STREET STATION,Cleaning - Unsanitary,46,2024-01-30,1,22
29,Saturday,WILSON STATION,Security,12,2024-02-24,2,12
45,Saturday,KIPLING AND FINCH,Mechanical,18,2024-06-29,6,10
25,Sunday,DON MILLS STATION,Operations - Operator,20,2024-03-31,3,18
81,Sunday,MILLWOOD RD AND PAPE,Emergency Services,20,2024-04-28,4,14
108,Thursday,SHEPPARD WEST STATION,Operations - Operator,20,2024-02-08,2,14
7,Wednesday,BATHURST AND REINER,Mechanical,20,2024-04-10,4,20
85,Friday,MEADOWVALE LOOP,Operations - Operator,27,2024-03-08,3,13
71,Thursday,MT DENNIS GARAGE,Mechanical,20,2024-01-04,1,12
36,Wednesday,FINCH AND WESTON,Diversion,32,2024-06-12,6,20
42,Tuesday,YONGE AND CUMMER,Mechanical,24,2024-06-11,6,6
54,Sunday,EGLINTON AND RUMSEY,Mechanical,54,2024-02-18,2,18
52,Friday,LAWRENCE AND JANE,Mechanical,36,2024-06-14,6,17
89,Saturday,UNAVAILABLE,Vision,20,2024-06-15,6,22
7,Saturday,BATHURST STATION,Emergency Services,18,2024-02-03,2,9
114,Tuesday,CARLAW AND LAKESHORE,Mechanical,20,2024-06-04,6,9
24,Tuesday,VICTORIA PARK STATION,Mechanical,20,2024-06-18,6,17
53,Wednesday,STEELES AND MORNINGSID,Mechanical,19,2024-04-03,4,12
44,Tuesday,KIPLING STATION,Mechanical,20,2024-08-27,8,19
52,Wednesday,AVENUE AND LAWRENCE,Collision - TTC,20,2024-08-28,8,23
41,Saturday,KEELE AND FINCH,Security,16,2024-06-15,6,15
40,Tuesday,DUNDAS AND KEELE,Utilized Off Route,28,2024-08-06,8,22
925,Friday,DON MILLS AND SHEPPARD,Operations - Operator,19,2024-08-16,8,8
41,Tuesday,OLD WESTON AND ST CLAI,Investigation,20,2024-09-17,9,10
54,Thursday,LAWRENCE W OF WARDEN,Emergency Services,14,2024-06-06,6,11
39,Wednesday,FINCH AVE E AND WILLOW,Mechanical,8,2024-03-06,3,5
52,Tuesday,LAWRENCE AND DUFFERIN,Mechanical,18,2024-04-09,4,15
96,Thursday,HUMBERLINE AND FINCH,Mechanical,40,2024-02-22,2,12
63,Saturday,EGLINTON WEST STATION,Operations - Operator,10,2024-05-25,5,7
927,Thursday,HUMBER COLLEGE BUS TER,Operations - Operator,19,2024-01-11,1,14
36,Monday,FINCH AND DUFFERIN,Mechanical,12,2024-03-18,3,18
925,Sunday,BROADVIEW STATION,Utilized Off Route,21,2024-06-23,6,14
47,Friday,EARLSCOURT LOOP,Diversion,40,2024-08-30,8,21
60,Sunday,STEELES AND CAPSTAN GA,Operations - Operator,42,2024-06-16,6,12
165,Sunday,WESTON AND LANYARD,Operations - Operator,20,2024-05-26,5,21
96,Sunday,YORK MILLS STATION,Mechanical,40,2024-04-21,4,16
32,Saturday,EGLINTON AND KEELE,Operations - Operator,24,2024-07-27,7,17
116,Saturday,MORNINGSIDE AND NIGHTS,Cleaning - Unsanitary,20,2024-05-04,5,22
996,Tuesday,FINCH WEST AND MARTIN,Mechanical,18,2024-07-30,7,7
29,Thursday,DUFFERIN AND ROGERS,Mechanical,16,2024-05-23,5,18
34,Sunday,EGLINGTON AND WARDEN,Collision - TTC,18,2024-02-18,2,16
41,Sunday,DUNDAS AND KEELE,Utilized Off Route,40,2024-07-07,7,7
54,Saturday,EGLINTON AND DUNFIELD,Cleaning - Unsanitary,24,2024-09-21,9,19
106,Friday,SENTINEL AND FREDRICK,Utilized Off Route,40,2024-01-05,1,21
161,Tuesday,ALLIANCE AND JANE,Collision - TTC,34,2024-02-06,2,14
94,Wednesday,BLOOR AND PARLIAMENT,Mechanical,40,2024-05-29,5,18
34,Friday,EGLINTON STATION,Cleaning - Unsanitary,10,2024-04-12,4,14
100,Saturday,BROADVIEW STATION,Vision,18,2024-08-03,8,16
996,Wednesday,ARROW GARAGE,Operations - Operator,16,2024-05-01,5,12
52,Friday,LAWRENCE AND PINE,Utilized Off Route,36,2024-03-01,3,6
924,Wednesday,VICTORIA PARK STATION,Operations - Operator,20,2024-03-06,3,18
124,Friday,LAWRENCE AND BAYVIEW,Vision,20,2024-03-29,3,20
38,Friday,SCARBOROUGH CENTRE STA,Mechanical,20,2024-02-09,2,15
32,Saturday,EGLINTON AND BLACKTHOR,Vision,30,2024-06-29,6,21
24,Thursday,EGLINTON AND VICTORIA,Operations - Operator,20,2024-05-09,5,10
32,Friday,EGLINTON WEST STATION,Mechanical,24,2024-01-12,1,13
34,Wednesday,EGLINTON AND BAYVIEW,Mechanical,37,2024-04-24,4,9
116,Thursday,KINGSTON AND SCARBOROU,Collision - TTC,16,2024-01-04,1,17
165,Thursday,WILSON AND WALSH,Operations - Operator,16,2024-02-15,2,17
25,Friday,BROADVIEW STATION,Vision,14,2024-05-31,5,8
320,Sunday,QUEENS QUAY AND YONGE,Emergency Services,10,2024-01-07,1,4
67,Saturday,ELLESMERE AND PHARMACY,Collision - TTC,32,2024-07-27,7,17
9,Thursday,WARDEN STATION,Mechanical,38,2024-04-11,4,15
32,Thursday,EGLINTON AND WESTON,Emergency Services,20,2024-01-25,1,18
53,Sunday,STEELES AND MIDLAND,Operations - Operator,42,2024-05-26,5,18
116,Saturday,SHEPPARD AND MARKHAM,Mechanical,20,2024-05-25,5,9
960,Saturday,YONGE AND CUMMER,Mechanical,16,2024-08-03,8,7
935,Wednesday,PIONEER VILLAGE STATIO,Mechanical,24,2024-04-03,4,15
36,Wednesday,HUMBERWOOD LOOP,Mechanical,12,2024-09-25,9,9
95,Sunday,RYLANDER AND KINGSTON,Mechanical,32,2024-09-01,9,9
111,Friday,RATHBURN AND THE EAST,General Delay,40,2024-01-12,1,19
92,Saturday,STRATHMORE AND WOODBIN,Operations - Operator,50,2024-09-28,9,0
939,Wednesday,MCOWAN AND SHEPPARD,Mechanical,16,2024-04-03,4,21
111,Friday,KIPLING STATION,Mechanical,26,2024-09-27,9,15
20,Wednesday,KENNEDY STATION,Operations - Operator,20,2024-02-21,2,7
76,Monday,ROYAL YORK STATION,Mechanical,16,2024-06-17,6,5
25,Friday,DON MILLS STATION,Mechanical,13,2024-03-08,3,16
41,Saturday,ROGERS AND BICKNILL,Mechanical,24,2024-08-24,8,20
38,Tuesday,ELLESMERE AND MARKHAM,Investigation,37,2024-06-04,6,22
64,Monday,MAIN STREET STATION,Operations - Operator,18,2024-05-13,5,14
54,Thursday,LAWRENCE AND MIDLAND,Emergency Services,28,2024-05-09,5,12
63,Thursday,OSSINGTON STATION,Operations - Operator,20,2024-01-04,1,17
960,Monday,WILSON GARAGE,Operations - Operator,28,2024-09-09,9,5
47,Tuesday,EARLSCOURT LOOP,Cleaning - Unsanitary,36,2024-08-13,8,13
35,Saturday,JANE STATION,Operations - Operator,14,2024-03-16,3,15
34,Thursday,EGLINTON STATION,Operations - Operator,18,2024-08-29,8,8
64,Sunday,HLDON AVE AND COSBURN,Collision - TTC,20,2024-09-15,9,18
900,Wednesday,TERMINAL 3 AND EXIT 40,Collision - TTC,18,2024-04-03,4,8
989,Monday,KEELE STATION,Collision - TTC,20,2024-04-29,4,15
32,Tuesday,EGLINTON AND KEELE,Mechanical,20,2024-01-30,1,15
44,Wednesday,KIPLING AND QUEENSWAY,Mechanical,15,2024-09-25,9,14
114,Sunday,CARLAW AND LAKESHORE,Utilized Off Route,24,2024-06-23,6,14
29,Tuesday,WILSON STATION,Operations - Operator,16,2024-09-24,9,16
16,Wednesday,DANFORTH AND MIDLAND,Security,34,2024-03-06,3,0
161,Tuesday,KEELE AND ROGERS,Cleaning - Unsanitary,40,2024-04-30,4,20
89,Wednesday,2475 WESTON ROAD,Mechanical,22,2024-02-07,2,21
63,Wednesday,OSSINGTON STATION,Mechanical,20,2024-01-03,1,17
102,Monday,CENTENNIAL COLLEGE - P,Collision - TTC,40,2024-02-05,2,13
168,Sunday,DUNDAS WEST STATION,Operations - Operator,42,2024-08-25,8,6
903,Saturday,KENNEDY STATION,Mechanical,25,2024-08-17,8,12
60,Saturday,STEELES AND PETROLIA,Utilized Off Route,20,2024-08-17,8,16
95,Wednesday,ELLESMERE AND KENNEDY,Emergency Services,20,2024-03-27,3,0
300,Thursday,BROADVIEW AND BLOOR,Vision,34,2024-09-26,9,2
47,Tuesday,CALEDONIA AND RAITHERM,Collision - TTC,36,2024-07-09,7,12
95,Friday,RYLANDER AND KINGSTON,Mechanical,24,2024-07-26,7,22
7,Saturday,BATHURST AND WILSON,Cleaning - Unsanitary,18,2024-05-04,5,11
927,Tuesday,HUMBER COLLEGE AND FIN,Collision - TTC,20,2024-09-03,9,8
134,Saturday,CENTENNIAL COLLEGE,Investigation,30,2024-01-20,1,12
32,Sunday,EGLINTON WEST STATION,Operations - Operator,26,2024-03-10,3,12
47,Friday,LANSDOWNE AND QUEEN,Utilized Off Route,28,2024-07-05,7,5
902,Friday,MARKHAM AND STEELES,Mechanical,24,2024-07-12,7,16
80,Monday,QUEENSWAY AND VANSCO,Cleaning - Unsanitary,50,2024-09-23,9,14
31,Thursday,GREENWOOD AND S OF DAN,Emergency Services,20,2024-09-26,9,16
53,Friday,FINCH STATION,Utilized Off Route,20,2024-04-12,4,2
99,Wednesday,JANE AND WILSON,Collision - TTC,30,2024-04-10,4,17
35,Saturday,JANE AND WESTON,Operations - Operator,14,2024-05-18,5,13
960,Tuesday,YONGE AND STEELES,Mechanical,18,2024-04-02,4,16
84,Tuesday,SHEPPARD WEST STATION,Mechanical,16,2024-06-11,6,15
44,Wednesday,EVANS AND KIPLING,Mechanical,18,2024-01-03,1,14
36,Saturday,FINCH AND BEECROFT,Operations - Operator,18,2024-04-13,4,21
935,Wednesday,JANE AND SAN ROMANO WA,Mechanical,20,2024-04-10,4,6
114,Saturday,LESLIE AND LAKESHORE,Utilized Off Route,24,2024-09-21,9,14
24,Thursday,VICTORIA PARK AND STEE,Cleaning - Unsanitary,16,2024-04-18,4,20
60,Saturday,FINCH STATION,Mechanical,16,2024-04-06,4,7
129,Saturday,KENNEDY STATION,Mechanical,16,2024-08-17,8,17
98,Monday,YONGE AND SHEPPARD,Operations - Operator,40,2024-09-16,9,18
102,Friday,MARKHAM AND MCLEVIN,Collision - TTC,20,2024-05-17,5,13
97,Thursday,HILDA AND STEELES WEST,Operations - Operator,54,2024-05-30,5,11
61,Wednesday,BOMBAY LOOP,Vision,48,2024-09-18,9,0
39,Wednesday,FINCH STATION,Mechanical,34,2024-03-27,3,7
116,Friday,NORTH SERVICE AND EGLI,Mechanical,20,2024-06-21,6,20
81,Saturday,OVERLEA AND THORNCLIFF,Security,20,2024-04-13,4,23
985,Monday,SHEPPARD AND PHARMACY,Mechanical,23,2024-05-20,5,12
52,Monday,LAWRENCE AND WESTON,Collision - TTC,35,2024-02-05,2,14
89,Saturday,WESTON AND EGLINTON,Mechanical,18,2024-03-16,3,18
135,Monday,MAIN STREET STATION,Vision,40,2024-07-15,7,9
32,Saturday,EGLINTON AND EMMETT,Mechanical,24,2024-02-17,2,11
43,Friday,SCARBOROUGH CENTRE STA,Operations - Operator,40,2024-01-12,1,19
89,Friday,WESTON AND COULTER,Security,20,2024-06-21,6,15
41,Tuesday,PIONNEER VILLAGE STATI,Collision - TTC,20,2024-05-07,5,16
89,Wednesday,KEELE STATION,Mechanical,18,2024-02-07,2,18
116,Saturday,KENNEDY STATION,Mechanical,16,2024-01-20,1,17
98,Friday,GOULDING AND CACTUS,Mechanical,40,2024-05-17,5,16
29,Sunday,WILSON STATION,Mechanical,20,2024-03-24,3,10
36,Monday,FINCH AND ARDWICK,Collision - TTC,20,2024-01-22,1,21
63,Tuesday,KING AND JAMESON,Diversion,20,2024-08-13,8,0
105,Saturday,SHEPPARD WEST STATION,Operations - Operator,30,2024-03-02,3,10
985,Tuesday,JANE AND EGLINTON,Operations - Operator,32,2024-03-05,3,11
60,Monday,YONGE AND CUMMER,Cleaning - Unsanitary,16,2024-09-09,9,17
79,Wednesday,MOUNT DENNIS GARAGE,Mechanical,46,2024-04-03,4,15
36,Tuesday,HUMBERWOOD LOOP,Vision,14,2024-07-23,7,15
984,Monday,SHEPPARD WEST STATION,Mechanical,22,2024-06-03,6,13
36,Monday,FINCH WEST STATION,Vision,10,2024-04-01,4,6
17,Saturday,BIRCHMOUNT AND ASHTONB,Diversion,34,2024-01-06,1,15
16,Sunday,WARDEN STATION,Security,24,2024-06-23,6,10
905,Tuesday,EGLINTON EAST AND DANF,Mechanical,24,2024-09-17,9,8
999,Thursday,EGLINTON AND LIARD,Mechanical,10,2024-04-18,4,18
72,Sunday,CARLAW AND GERRARD,Operations - Operator,40,2024-01-07,1,18
36,Monday,FINCH AND ARROW,Mechanical,11,2024-08-26,8,5
72,Monday,PAPE AND GAMBLE,Collision - TTC,12,2024-09-09,9,17
960,Thursday,STEELES AND NORTHWEST,Operations - Operator,19,2024-03-21,3,11
44,Wednesday,COLONEL SAMUEL SMITH L,Mechanical,12,2024-07-10,7,7
133,Wednesday,NEILSON AND CROW TRAIL,General Delay,24,2024-07-03,7,17
130,Thursday,SCARBOROUGH CENTRE STA,Operations - Operator,49,2024-05-16,5,14
20,Wednesday,KENNEDY STATION,Security,40,2024-04-03,4,10
60,Wednesday,PIONEER VILLAGE STATIO,Utilized Off Route,24,2024-01-03,1,20
944,Friday,COL. SAM SMITH LOOP,Mechanical,20,2024-01-19,1,7
85,Saturday,DON MILLS STATION,Mechanical,12,2024-03-02,3,12
129,Thursday,LAWRENCE AND KENNEDY,Operations - Operator,28,2024-06-20,6,16
135,Sunday,MAIN STREET STATION,Mechanical,25,2024-01-14,1,1
38,Thursday,SCARBOROUGH TOWN CENTR,Operations - Operator,24,2024-06-27,6,14
41,Thursday,SHEPPARD AND KEELE,Operations - Operator,20,2024-01-04,1,13
119,Wednesday,WILSON AND JANE,Operations - Operator,54,2024-07-17,7,14
54,Monday,SCARBOROUGH GOLF CLUB,Operations - Operator,36,2024-06-17,6,22
61,Monday,EGLINTON STATION,Mechanical,25,2024-04-08,4,6
12,Friday,KINGSTON AND VICTORIA,Mechanical,48,2024-05-17,5,16
924,Thursday,VICTORIA PARK AND PARK,Mechanical,20,2024-04-18,4,7
